slug,business_name,business_category,city,address,phone_number,phone_e164,phone_type,website_url,domain,rating,review_count,tier,is_spending_money,spending_evidence,gatc_has_ads,gatc_ad_count,gatc_url,gatc_checked_at,meta_has_ads,meta_ad_count,meta_url,meta_checked_at,has_meta_pixel,has_google_ads_remarketing,has_google_ads_conversion,has_gtm,has_ga4,has_tiktok_pixel,is_prospect,cohort,priority,call_tracking_provider,call_tracking_evidence,form_ga4_event,form_gtm_tag,form_google_ads_conv,form_tel_link,gbp_overall_grade,gbp_overall_score,gbp_completeness_score,gbp_visuals_score,gbp_reviews_score,gbp_categories_attributes_score,gbp_technical_score,gbp_top_fix_1,gbp_top_fix_2,gbp_top_fix_3,gbp_overrides_applied,gbp_notes,pitch_angle
roofer-glasgow-jc-roofing-building,JC Roofing & Building,roofer,Glasgow,"145 Kilmarnock Rd, Shawlands, Glasgow G41 3JA, UK",0141 319 7596,+441413197596,geographic,https://www.jcroofingandbuilding.com/,jcroofingandbuilding.com,4.9,67,tier1,True,meta:87,False,0,https://adstransparency.google.com/?region=GB&domain=jcroofingandbuilding.com,2026-04-14T12:25:21Z,True,87,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=JC%20Roofing%20%26%20Building&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,True,B,82,,,False,True,False,True,A,8.05,8.0,10.0,7.33,7.0,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Fill service-option attributes (payment, parking, accessibility, amenities)",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
mortgage broker-east-kilbride-mortgage-advice-bureau-east-kilbride,Mortgage Advice Bureau East Kilbride,mortgage broker,east-kilbride,"2A St James Ave, East Kilbride, Glasgow G74 5QD, UK",01355 457734,+441355457734,,https://www.mortgageadvicebureau.com/east-kilbride,mortgageadvicebureau.com,5,35,tier1,True,gac_conv_tag;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=mortgageadvicebureau.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Mortgage%20Advice%20Bureau%20East%20Kilbride&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,True,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
mortgage broker-motherwell-first-mortgage,First Mortgage,mortgage broker,motherwell,"Suite 1N, First Floor, Avondale House, Strathclyde Business Park, Bellshill ML4 3NJ, UK",01698 907730,+441698907730,,https://www.firstmortgage.co.uk/branches/bellshill/?utm_source=google&utm_medium=places&utm_campaign=bellshill,firstmortgage.co.uk,5,39,tier1,True,meta:4400;gac_conv_tag;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=firstmortgage.co.uk,2026-04-14T12:25:21Z,True,4400,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=First%20Mortgage&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,True,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
dentist-bishopbriggs-millarbank-dental,Millarbank Dental,dentist,bishopbriggs,"1 Millerbank St, Glasgow G21 1AP, UK",0141 558 5395,+441415585395,,https://millarbankdental.co.uk/,millarbankdental.co.uk,4.8,88,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=millarbankdental.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Millarbank%20Dental&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
dentist-livingston-kreit-dental,Kreit Dental,dentist,livingston,"117 Southpoint Dr Ste. 400, Livingston, TX 77351, USA",(936) 327-9490,+9363279490,,http://kreitdental.com/,kreitdental.com,4.2,1147,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=kreitdental.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Kreit%20Dental&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
solicitor-dumfries-primrose-gordon,Primrose & Gordon,solicitor,dumfries,"1 Newall Terrace, Dumfries DG1 1LN, UK",01387 267316,+441387267316,geographic,http://www.primroseandgordon.co.uk/,primroseandgordon.co.uk,4.7,38,tier1,True,meta:220,False,0,https://adstransparency.google.com/?region=GB&domain=primroseandgordon.co.uk,2026-04-14T12:25:21Z,True,220,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Primrose%20%26%20Gordon&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,78,,,False,False,False,False,B,7.11,8.0,6.0,6.67,7.0,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 2+ photos: exterior, 2 interior, team, and 2 service shots","Fill service-option attributes (payment, parking, accessibility, amenities)",,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
mortgage broker-elgin-mortgage-advice-bureau-elgin,Mortgage Advice Bureau - Elgin,mortgage broker,elgin,"Suite 6, Fergus house, 141 High St, Elgin IV30 1DS, UK",01343 368217,+441343368217,,https://www.mortgageadvicebureau.com/mortgage-advisers/high-street-elgin/,mortgageadvicebureau.com,5,18,tier2,True,gatc:4;gac_conv_tag;gac_remarketing_tag,True,4,https://adstransparency.google.com/?region=GB&domain=mortgageadvicebureau.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Mortgage%20Advice%20Bureau%20-%20Elgin&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,True,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
wedding venue-aberdeen-drumtochty-castle,Drumtochty Castle,wedding venue,aberdeen,"Drumtochty Castle, Auchenblae, Laurencekirk AB30 1TP, UK",01561 320169,+441561320169,,http://www.drumtochtycastle.com/,drumtochtycastle.com,4.8,282,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=drumtochtycastle.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Drumtochty%20Castle&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
mortgage broker-dunfermline-mcgill-mortgages,McGill Mortgages,mortgage broker,dunfermline,"Channel House, Channel St, Galashiels TD1 1BA, UK",01896 807040,+441896807040,geographic,https://www.mcgillmortgages.com/,mcgillmortgages.com,5,204,tier1,True,gatc:4,True,4,https://adstransparency.google.com/?region=GB&domain=mcgillmortgages.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=McGill%20Mortgages&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,86,,,False,False,False,True,A,8.07,8.0,10.0,8.0,5.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Fill service-option attributes (payment, parking, accessibility, amenities)",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're spending on Google Ads but not retargeting Meta traffic — ~70% of clicks never convert first visit
solicitor-bearsden-ramsay-co-solicitors-ltd,Ramsay & Co Solicitors Ltd,solicitor,bearsden,"974 Maryhill Rd, Maryhill, Glasgow G20 7TA, UK",0141 945 1917,+441419451917,geographic,http://ramsayandcoglasgow.co.uk/,ramsayandcoglasgow.co.uk,4.5,81,tier1,True,meta:4,False,0,https://adstransparency.google.com/?region=GB&domain=ramsayandcoglasgow.co.uk,2026-04-14T12:25:21Z,True,4,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Ramsay%20%26%20Co%20Solicitors%20Ltd&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,62,,,False,False,False,False,B,7.2,9.0,3.0,7.0,8.5,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 5+ photos: exterior, 2 interior, team, and 2 service shots",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
aesthetic clinic-newton-mearns-beautiform-medical-aesthetics-clinic,Beautiform Medical Aesthetics Clinic,aesthetic clinic,newton-mearns,"4 Carlibar Rd, Barrhead, Glasgow G78 1AA, UK",07801 062277,+447801062277,,https://beautiform.co.uk/,beautiform.co.uk,5,30,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=beautiform.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Beautiform%20Medical%20Aesthetics%20Clinic&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
dentist-falkirk-dental-scotland-falkirk-invisalign-nhs-private,"Dental Scotland Falkirk | Invisalign, NHS & Private",dentist,falkirk,"112 Grahams Rd, Falkirk FK2 7BZ, UK",01324 622338,+441324622338,,http://www.dentalscotland.com/,dentalscotland.com,4.7,186,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=dentalscotland.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Dental%20Scotland%20Falkirk%20%7C%20Invisalign%2C%20NHS%20%26%20Private&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,False,,0,,,,,,,,,,,,,,,,,,,
driving school-edinburgh-angus-driving,Angus Driving,driving school,edinburgh,"Linnburn Cottage, Carlops EH26 9NH, UK",07885 527835,+447885527835,mobile,http://www.angusdriving.co.uk/,angusdriving.co.uk,5,142,tier1,True,meta:1,False,0,https://adstransparency.google.com/?region=GB&domain=angusdriving.co.uk,2026-04-14T12:25:21Z,True,1,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Angus%20Driving&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,63,,,False,False,False,False,A,8.55,9.0,10.0,8.67,5.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
aesthetic clinic-oban-boho-brow-beauty-bar,Boho Brow & Beauty Bar,aesthetic clinic,oban,"3 Gibraltar Street, Oban PA34 4AY, UK",01631 569594,+441631569594,,http://bit.ly/bohobrowbeauty,bit.ly,4.9,37,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=bit.ly,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Boho%20Brow%20%26%20Beauty%20Bar&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
solicitor-glasgow-lb-co-incorporating-hughes-dowdall-foster,LB & Co Incorporating Hughes Dowdall Foster,solicitor,Glasgow,"6, 42-46 New City Rd, Glasgow G4 9JT, UK",0141 332 0047,+441413320047,,http://liuslaw.co.uk/,liuslaw.co.uk,4.9,116,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=liuslaw.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=LB%20%26%20Co%20Incorporating%20Hughes%20Dowdall%20Foster&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,False,,0,,,,,,,,,,,,,,,,,,,
interior designer-dundee-ian-roy-master-painter-decorator,Ian Roy Master Painter & Decorator,interior designer,dundee,"DD5, 1c Brook St, Broughty Ferry, Dundee DD5 1DN, UK",07545 308333,+447545308333,,https://ianroydecoratingservices.co.uk/,ianroydecoratingservices.co.uk,5,51,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=ianroydecoratingservices.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Ian%20Roy%20Master%20Painter%20%26%20Decorator&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,False,,0,,,,,,,,,,,,,,,,,,,
solicitor-perth-brand-barristers-solicitors,Brand Barristers & Solicitors,solicitor,perth,"Level 3/24 Outram St, West Perth WA 6005, Australia",(08) 6260 0076,+44862600076,unknown,http://www.brandsolicitors.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,brandsolicitors.com.au,5,271,tier1,True,meta:490;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=brandsolicitors.com.au,2026-04-14T12:25:21Z,True,490,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Brand%20Barristers%20%26%20Solicitors&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,True,False,False,True,False,True,B,82,,,False,True,False,False,A,8.79,9.0,10.0,9.0,6.5,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
aesthetic clinic-edinburgh-surface-beauty-medical-aesthetics,Surface Beauty medical aesthetics,aesthetic clinic,edinburgh,"78a Queen St, Edinburgh EH2 4NF, UK",07900 616067,+447900616067,mobile,http://www.surfacebeauty.co.uk/,surfacebeauty.co.uk,5,416,tier1,True,meta:5,False,0,https://adstransparency.google.com/?region=GB&domain=surfacebeauty.co.uk,2026-04-14T12:25:21Z,True,5,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Surface%20Beauty%20medical%20aesthetics&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,True,B,67,,,False,False,False,True,A,8.84,9.0,10.0,8.0,8.8,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location",Request reviews from last 10 customers this week,,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
dentist-oban-oban-dental-care,Oban Dental Care,dentist,oban,"17 Lochside St, Oban PA34 4HP, UK",01631 562791,+441631562791,,https://clydemunrodental.com/practice/oban-dental-care/,clydemunrodental.com,4.8,284,tier1,True,gac_conv_tag;gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=clydemunrodental.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Oban%20Dental%20Care&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,True,True,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
vet-glasgow-bishopbriggs-veterinary-centre,Bishopbriggs Veterinary Centre,vet,glasgow,"2 Duncryne Pl, Bishopbriggs, Glasgow G64 2DP, UK",0141 772 1019,+441417721019,,https://www.bishopbriggsvetcentre.com/?utm_source=gmb&utm_medium=organic&utm_campaign=attribute,bishopbriggsvetcentre.com,4.7,485,tier1,False,,False,0,https://adstransparency.google.com/?region=GB&domain=bishopbriggsvetcentre.com,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Bishopbriggs%20Veterinary%20Centre&search_type=keyword_unordered,2026-04-14T12:25:21Z,True,False,False,True,True,False,False,,0,,,,,,,,,,,,,,,,,,,
electrician-glasgow-easyfix-electrical,Easyfix Electrical,electrician,Glasgow,"Herbert House, 24 Herbert St, Glasgow G20 6NB, UK",07920 491021,+447920491021,mobile,http://www.easyfixelectrical.com/,easyfixelectrical.com,4.9,86,tier1,True,meta:1,False,0,https://adstransparency.google.com/?region=GB&domain=easyfixelectrical.com,2026-04-14T12:25:21Z,True,1,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Easyfix%20Electrical&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,False,False,True,B,63,,,False,False,False,True,A,8.17,8.0,10.0,7.67,7.0,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Fill service-option attributes (payment, parking, accessibility, amenities)",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list",You're running Meta ads but the pixel isn't firing on your site — you're losing the retargeting pool
dentist-east-kilbride-stewartfield-dental-care,Stewartfield Dental Care,dentist,east-kilbride,"1, 5 MacNeish Way, East Kilbride, Glasgow G74 4TT, UK",01355 458118,+441355458118,,http://www.stewartfielddental.co.uk/,stewartfielddental.co.uk,4.8,21,tier2,False,,False,0,https://adstransparency.google.com/?region=GB&domain=stewartfielddental.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Stewartfield%20Dental%20Care&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,False,False,False,True,False,False,,0,,,,,,,,,,,,,,,,,,,
aesthetic clinic-aberdeen-aesthete-associates-medical-aesthetics,Aesthete Associates | Medical Aesthetics,aesthetic clinic,aberdeen,"23 Rubislaw Den N, Aberdeen AB15 4AL, UK",01224 329008,+441224329008,geographic,https://www.aestheteassociates.co.uk/,aestheteassociates.co.uk,5,21,tier2,True,gac_remarketing_tag,False,0,https://adstransparency.google.com/?region=GB&domain=aestheteassociates.co.uk,2026-04-14T12:25:21Z,False,0,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=GB&q=Aesthete%20Associates%20%7C%20Medical%20Aesthetics&search_type=keyword_unordered,2026-04-14T12:25:21Z,False,True,False,True,True,False,True,,18,,,True,True,False,True,B,7.52,9.0,6.0,7.0,7.3,10.0,"Write a 600-750 char GBP business description covering services, unique value, and location","Upload 1+ photos: exterior, 2 interior, team, and 2 service shots",,,"photo_count_api_capped_at_10;dropped_from_grade: Posts, QA, owner_response, photo_taxonomy, services_list","Google retargeting tag is live, Meta pixel isn't — cross-channel retargeting gap"
